RelativePath,Status,Variants,DeployTrees,NewestDeploy
public/modules/seo/generator.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/seo/generator/generator-awning-functions.js,CONFLICT,2,10,2026-06-11T11-54
public/modules/seo/generator/generator-core.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/seo/generator/generator-runner.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/seo/seo.registry.json,CONFLICT,2,9,2026-06-11T11-54
public/modules/skole/skole-akedemi-v1.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/skole/skole-akedemi-v2.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/skole/skole.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/vedligehold/vedligehold.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/water/dashboard.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/water/production.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/water/systems.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/water/technician.html,IDENTICAL,1,12,2026-06-11T11-54
public/onboarding.html,IDENTICAL,1,12,2026-06-11T11-54
public/privatlivspolitik.html,IDENTICAL,1,12,2026-06-11T11-54
public/quick-onboarding.html,CONFLICT,2,12,2026-06-11T11-54
public/robots.txt,CONFLICT,2,12,2026-06-11T11-54
public/scripts/audit-guide-mapping.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/audit-guide-semantics.cjs,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/scripts/audit-semantic-mappings.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/call-firebase-function.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/check-guidekey-integrity.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/check-task-templates.cjs,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/scripts/check-templates.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/delete-daily-runs.cjs,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/scripts/delete-egenkontrol-data-for-location.cjs,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/scripts/delete-task-instances.cjs,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/scripts/delete-task-templates.cjs,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/scripts/demo.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/scripts/fetch-broken-templates.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/fetch-real-task-instances.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/fetch-task-instances-sample.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/find-wrong-temperature-mappings.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/firebase.js,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/fix-broken-templates.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/fix-equipment-maintenance-templates.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/fix-modtagekontrol.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/fix-semantic-mappings.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/fix-temperature-guidekeys.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/inspect-modtagekontrol.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/inspect-templates.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/migrate-guides-v2.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/migrate-guides.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/migrate-task-evaluations.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/scripts/refine-guidekeys.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/regenerate-templates.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/repair-guide-mapping.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/seed-company-location.cjs,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/scripts/seed-firestore-collections.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/scripts/seed-firestore-from-scratch.cjs,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/scripts/semantic-remap-guidekeys.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/set-controltype-on-templates.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/test-equipment-maintenance-mapping.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/trigger-regeneration.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/trigger-via-admin.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/verify-actual-guides.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/verify-guide-system.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/verify-remaining-guides.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/verify-task-instances.cjs,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/scripts/wipe-firestore-all.cjs,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/generateBusinessSetup.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/generateCompanySetup.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/generateDailyTasks.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/generateRiskProfile.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/importActivityProfiles.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/importAlerts.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/importAreas.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/importCompanies.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/importControlPointTemplates.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/importLocations.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/importMemberships.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/importRequirementTemplates.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/importRiskTemplates.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/importTaskEntries.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/importTasks.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/importUnits.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/importUsers.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/kalkulation/allergens.json,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/kalkulation/ingredient-categories.json,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/kalkulation/ingredient-suppliers.json,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/kalkulation/ingredients.json,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/kalkulation/recipe-categories.json,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/kalkulation/recipes.json,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/kalkulation/suppliers.json,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/kalkulation/unit-types.json,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/resetDailyData.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/resetDatabase.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/seed-task-templates.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/seedAll.js,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/standard-tasks.json,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/seed-data/tasks.json,ONLY_IN_DEPLOY,1,12,2026-06-11T11-54
public/sitemap.xml,CONFLICT,2,12,2026-06-11T11-54
public/styles/identity-block.css,CONFLICT,2,12,2026-06-11T11-54
public/support.html,CONFLICT,2,12,2026-06-11T11-54
public/tak.html,CONFLICT,2,12,2026-06-11T11-54
public/test-egenkontrol.html,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/test-manual-risk-generation.html,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/test-risk-console.html,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/test-risk-simple.html,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/uploads/servercomands.html,IDENTICAL,1,12,2026-06-11T11-54
public/uploads/wildcard-subdomain-setup.html,CONFLICT,2,12,2026-06-11T11-54
public/user-data-deletion.html,IDENTICAL,1,12,2026-06-11T11-54
public/vilkaar-og-betingelser.html,IDENTICAL,1,12,2026-06-11T11-54
publicApi.js,ONLY_IN_DEPLOY,1,2,2026-06-11T10-39
read-snapshot.js,CONFLICT,2,13,2026-06-15T00-46
recallAutoTemplates.js,IDENTICAL,1,13,2026-06-15T00-46
riskAnalysisLibrary.js,CONFLICT,2,13,2026-06-15T00-46
riskToRoutineTransformer.js,CONFLICT,2,13,2026-06-15T00-46
scenarioBasedHaccp.js,CONFLICT,2,13,2026-06-15T00-46
scripts/auditOwnerScopes.js,IDENTICAL,1,1,2026-06-15T00-46
scripts/backfillOwnerScopes.js,IDENTICAL,1,1,2026-06-15T00-46
scripts/cleanupCanonicalDuplicates.js,ONLY_IN_BACKUP,1,0,
scripts/enrichEmptyProspectsFromCvr.js,ONLY_IN_BACKUP,1,0,
scripts/fixAfCrossTenantScope.js,ONLY_IN_BACKUP,1,0,
scripts/generateMemorySeed.js,IDENTICAL,1,13,2026-06-15T00-46
scripts/migrateAroidTaskEntriesLegacyToCanonical.js,ONLY_IN_BACKUP,1,0,
scripts/migrateFrequencyFields.cjs,CONFLICT,2,13,2026-06-15T00-46
scripts/patchTemperatureMeasurementFields.js,ONLY_IN_BACKUP,1,0,
scripts/promotePlatformSuperAdmin.js,ONLY_IN_BACKUP,1,0,
scripts/reactivateCanonicalGenericTemplates.js,ONLY_IN_BACKUP,1,0,
scripts/repairEgenkontrolRoutineMasterlist.js,CONFLICT,2,3,2026-06-15T00-46
scripts/repairSupawanAroidCanonicalScope.js,IDENTICAL,1,1,2026-06-15T00-46
scripts/resetAltDemoData.js,IDENTICAL,1,13,2026-06-15T00-46
scripts/restoreAroidMasterdataLegacyToCanonical.js,ONLY_IN_BACKUP,1,0,
scripts/restoreSupawanAroidOwner.js,CONFLICT,2,5,2026-06-15T00-46
scripts/reverseMigrateAroidTaskEntries.js,ONLY_IN_BACKUP,1,0,
scripts/runCanonicalEngineRestore.js,ONLY_IN_BACKUP,1,0,
scripts/seedMinimalEgenkontrolForUser.cjs,CONFLICT,3,13,2026-06-15T00-46
scripts/seedUserCompany.cjs,IDENTICAL,1,13,2026-06-15T00-46
scripts/sletAlleFirmaer.js,IDENTICAL,1,13,2026-06-15T00-46
scripts/splitMemorySeed.js,IDENTICAL,1,13,2026-06-15T00-46
scripts/testScheduleConsistency.cjs,CONFLICT,2,13,2026-06-15T00-46
security/environmentGuard.js,CONFLICT,2,13,2026-06-15T00-46
shared-tools/seo.registry.json,CONFLICT,2,10,2026-06-15T00-46
shared/egenkontrolDefinitions.js,IDENTICAL,1,13,2026-06-15T00-46
startDayForLocation.js,CONFLICT,2,13,2026-06-15T00-46
startDayForLocationCanonical.js,CONFLICT,3,13,2026-06-15T00-46
test-egenkontrol-system.js,CONFLICT,2,13,2026-06-15T00-46
test-new-motor-with-mock-data.js,CONFLICT,2,13,2026-06-15T00-46
test-real-firestore-data.js,CONFLICT,2,13,2026-06-15T00-46
test-v2-dry-run.js,CONFLICT,2,13,2026-06-15T00-46
test-v2-write-and-verify.js,CONFLICT,2,13,2026-06-15T00-46
test/testProcessFlow.js,CONFLICT,2,13,2026-06-15T00-46
trigger-provision-snapshot.js,CONFLICT,2,13,2026-06-15T00-46
water-module.js,IDENTICAL,1,13,2026-06-15T00-46
